sentence_id,text,char_count,word_count,phoneme_count,complexity_tag,t_synth_start,t_front_end_end,t_acoustic_end,t_vocoder_end,t_audio_write_end,front_end_ms,acoustic_ms,vocoder_ms,write_ms,total_synth_ms,audio_duration_s,n_samples,sample_rate,rtf,energy_j,energy_wh,energy_per_speech_s,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
REF_0000,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,8194.993264914,8194.994094508,8195.468627503,8196.154490574,8196.224613597,0.006113999916124158,474.1316679992451,685.1627129999542,70.09893599934003,1231.3486830007605,3.889,85760,22050,0.3166234721009927,10.519803534936171,0.002922167648593381,2.7050150514106894,92.8634534058154,100.0,56.2,False,0.35510890134505646,9.86413614847379e-05,0.322794140625,0.32353125,0.0010002868919492321,3.2063594147931336,0.0002349213699617772,0.7564591925065375
A1_0001,.Le chat dort.,14,3,,short_plain,8206.993377605,8206.993929994,8207.241473534,8207.444171039,8207.486747123,0.003852999725495465,247.38920500021777,202.19328100029088,42.54783300166309,493.36951800069073,1.173,25856,22050,0.42060487468089575,3.8713468713959878,0.00107537413094333,3.300380964531959,80.34272531640953,97.5,55.1,False,0.12867350553611187,3.574264042669774e-05,0.32260687499999996,0.323053125,0.0003832685142868345,3.1762014624117483,8.391174865498789e-05,0.778270401790312
A2_0002,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,8218.993459597,8218.994114042,8219.332779378,8219.778479231,8219.836721658,0.0035379998735152185,338.443113001631,445.1560479992622,58.22116300078051,843.2620610001322,2.612,57600,22050,0.3228415241194993,7.9006742377248305,0.0021946317327013417,3.024760427919154,85.61429300935825,100.0,56.2,False,0.25789430037941646,7.163730566094902e-05,0.322734375,0.323053125,0.0008059852007897902,3.428771391056889,0.00015383162578110578,0.6846607195772266
A3_0003,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,8230.993549005,8230.994306195,8231.50564014,8232.329523923,8232.408272882,0.003908999133273028,511.0389669989672,822.8045179985202,78.72921499983931,1414.7238770001422,4.644,102400,22050,0.30463477110252846,13.80177785380747,0.0038338271816131865,2.971959055514098,91.39876239981686,100.0,58.4,False,0.42044692953795676,0.00011679081376054354,0.32337991071428573,0.32906250000000004,0.0015469680581997097,4.143271166574057,0.00026093593103897336,0.7231696181813314
B1_0004,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,8242.993654407,8242.99430534,8243.358248074,8243.84386935,8243.901473319,0.0035560005926527083,363.7078350002412,485.08570899866754,57.582596000429476,907.8189119991293,2.833,62464,22050,0.32044437416135874,7.51640534747308,0.002087890374298078,2.653161082764942,88.13714463571166,100.0,57.3,False,0.25821069300513677,7.172519250142688e-05,0.32269895833333334,0.323053125,0.0007271800309460105,3.1637737534756667,0.0001620572052140077,0.7279570581696844
B2_0005,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,8254.993770991,8254.994553874,8255.514305189,8256.381809969,8256.461137062,0.003760000254260376,519.4370840017655,866.7088399997738,79.30640599988692,1467.3660710013792,4.888,107776,22050,0.30019764136689425,13.742555410352312,0.003817376502875642,2.8114884227398345,90.6523273474493,100.0,58.95,False,0.4508086124856315,0.00012522461457934207,0.3224557291666666,0.32377031250000005,0.0014886942915261086,3.7367676578015003,0.00029659940420795995,0.7556736245937533
B3_0006,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,8266.99386036,8266.994531032,8267.403498092,8268.082191682,8268.151740523,0.004056000761920586,408.7467130011646,678.1440369995835,69.52439500128094,1157.8801630003,3.727,82176,22050,0.3106735076469815,11.198408936400476,0.003110669149000132,3.0046710320366183,88.7909949373849,100.0,58.95,False,0.35593391181592815,9.887053105998004e-05,0.323794921875,0.32881875,0.0012281176432843953,3.8449427119692583,0.00023421362432718906,0.7690391979372283
B4_0007,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,8278.993960074,8278.994628753,8279.347452775,8279.856716075,8279.916885112,0.003888999344781041,352.58541900111595,508.49795100111805,60.147905998746864,922.9250379994483,2.902,64000,22050,0.3180306815987072,8.531096961465876,0.002369749155962743,2.9397301728000946,89.15631331967124,100.0,60.05,False,0.2578349114653712,7.162080874038088e-05,0.3225572916666667,0.3228140625,0.0009773860051225255,4.2393293729415,0.00015955386068805937,0.7358984851497267
C1_0008,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,8290.994051778,8290.994924067,8291.699353097,8292.95777336,8293.059983567,0.004462999640963972,704.0563509999629,1257.6100139995106,102.18813199935539,2065.9317890003877,7.105,156672,22050,0.2907715396200405,19.811992286016363,0.005503331190560101,2.7884577460966025,91.65246101088971,100.0,61.15,False,0.644884979502786,0.00017913471652855167,0.3227305803571429,0.32353125,0.002235683490256343,3.989222929685752,0.00038077285028908164,0.6905416836662086
C2_0009,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,8302.994134772,8302.994831808,8303.412187698,8304.08828666,8304.156171398,0.0035000011848751456,417.09560500021325,675.1237330008735,67.8631820010196,1162.0366260012815,3.843,84736,22050,0.30237747228760903,10.509267481407845,0.0029192409670577347,2.7346519597730534,89.06103889335596,100.0,60.6,False,0.3551511469353443,9.865309637092897e-05,0.32287382812500004,0.32377031250000005,0.0010941885902137666,3.391024642697083,0.00022691249976110705,0.7256057352384883
