sentence_id,text,char_count,word_count,phoneme_count,complexity_tag,t_synth_start,t_front_end_end,t_acoustic_end,t_vocoder_end,t_audio_write_end,front_end_ms,acoustic_ms,vocoder_ms,write_ms,total_synth_ms,audio_duration_s,n_samples,sample_rate,rtf,energy_j,energy_wh,energy_per_speech_s,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
REF,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,9523.334669684,9523.340735685,9523.775074648,9524.483086305,9524.55443645,0.0042410010792082176,434.0201269988029,707.2345569995377,71.32636700043804,1219.766766000248,3.889,85760,22050,0.31364534996149346,13.262213098631824,0.0036839480829532843,3.410185934335774,89.16616991163278,97.61904761904762,71.6,False,0.3833670249802219,0.00010649084027228386,0.3194318509615384,0.32225624999999997,0.0015668411319545944,4.6947822780667,0.0002378857673503596,0.7046363146321539
A1,.Le chat dort.,14,3,,short_plain,9526.554879766,9526.555428512,9526.786823259,9526.998686269,9527.041256313,0.004685000021709129,231.24102300062077,211.35650500036718,42.54737699920952,486.37654699996347,1.173,25856,22050,0.4146432625745639,3.0991323716308576,0.0008608701032307938,2.642056582805505,90.61293436293437,97.5,69.95,False,0.09651158996970904,2.6808774991585844e-05,0.3204375,0.322096875,0.0003316060202400688,4.395767108884499,5.909971219521975e-05,0.6796909099112051
A2,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,9529.041657062,9529.042316661,9529.370916817,9529.824753772,9529.880846721,0.004481998985284008,328.367154001171,453.2627459993819,56.073616000503534,839.1896590001124,2.612,57600,22050,0.3212824115620645,7.797560480495177,0.0021659890223597713,2.985283491766913,83.89483193077545,100.0,70.5,False,0.25430427220672214,7.064007561297838e-05,0.3181590277777777,0.3221765625,0.000761235722777618,3.4353024432985557,0.00017171009918160493,0.7635267855519089
A3,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,9531.881223813,9531.88198008,9532.367650059,9533.20208315,9533.279447854,0.00464899858343415,485.3722360003303,833.3540629992058,77.34518600045703,1398.2240410005033,4.644,102400,22050,0.301081834840763,13.99893341925753,0.003888592616460425,3.0144128809770736,91.04325705371002,100.0,71.6,False,0.4148065173576492,0.00011522403259934699,0.31914218749999995,0.3223359375,0.0016043155553067084,4.295441134046728,0.0002555456169497001,0.7079286991641764
B1,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,9535.279832481,9535.280524988,9535.62372831,9536.133006353,9536.192889728,0.00429700048698578,342.94322700043267,508.639519001008,59.86265299907245,913.0572470003244,2.833,62464,22050,0.3222934158137396,8.197857136735529,0.002277182537982091,2.8937017778805254,91.16214469873006,100.0,72.15,False,0.25434771465291306,7.065214295914252e-05,0.3185013888888889,0.32257500000000006,0.000860113274472176,3.8142642815798444,0.00017699006300590689,0.7730770647454377
B2,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,9538.193219532,9538.193984058,9538.699078161,9539.579849454,9539.660339672,0.004759000148624182,504.77563700042083,879.9589889986237,80.47121799972956,1467.120139999679,4.888,107776,22050,0.30014732815050715,14.344852396212955,0.003984681221170266,2.9347079370321105,89.86446747932852,100.0,72.7,False,0.4460743001547854,0.00012390952782077372,0.3187753125,0.3220171875,0.0014979195061499556,3.82905342372852,0.000289307711006042,0.7345010752891027
B3,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,9541.6606999,9541.661371795,9542.061998722,9542.740725614,9542.809554427,0.004462999640963972,400.39496200006397,678.1383859997732,68.80881299912289,1148.854527000367,3.727,82176,22050,0.30825181835266086,10.028363428509596,0.0027856565079193325,2.69073341253276,94.16563182930321,100.0,72.7,False,0.3206039595739629,8.905665543721192e-05,0.3207383522727273,0.3221765625,0.0010613042653177444,3.8847089972611175,0.0001832184947138729,0.6504342810308964
B4,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,9544.809934557,9544.810609582,9545.152650057,9545.667198508,9545.731456982,0.005722000423702411,341.80180600014864,513.5653119996277,64.24002999847289,921.5224249983294,2.902,64000,22050,0.31754735527165034,8.300907966823825,0.0023058077685621735,2.8604093614141366,88.35226877909804,100.0,72.7,False,0.25551703111806345,7.097695308835096e-05,0.3182802083333333,0.3223359375,0.0008800855561142762,3.8907664551880004,0.00016151112266504057,0.7278177901365734
C1,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,9547.731940531,9547.732799836,9548.469863536,9549.76333928,9549.866181398,0.004370998794911429,736.6900119995989,1292.5208830001793,102.82219200053078,2134.24086699888,7.105,156672,22050,0.3003857659393216,20.772782435340257,0.005770217343150072,2.923685071828326,89.16740994938299,100.0,74.35,False,0.6714273437239718,0.00018650759547888106,0.31967620738636365,0.32257500000000006,0.002085091923224211,3.512798906288364,0.00045636859123670995,0.7717092272873944
C2,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,9551.866552931,9551.867230048,9552.282832933,9552.971725678,9553.041255741,0.004480998541112058,415.3505860012956,688.2299420012714,69.51043399931223,1174.7028099998715,3.843,84736,22050,0.30567338277384115,10.852644859684009,0.003014623572134447,2.824003346261777,93.75511679710563,100.0,74.35,False,0.3184482963939001,8.84578601094167e-05,0.3196345170454546,0.3223359375,0.001254022401580306,4.475962162066428,0.0002010851274605189,0.7074074087841482
REF,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,9555.041688454,9555.042391072,9555.456627654,9556.142412639,9556.213374569,0.003945000571548007,413.9749310015759,685.0444409992633,70.94252300157677,1171.6861149998294,3.889,85760,22050,0.301282107225464,10.315700282194992,0.0028654723006097203,2.6525328573399314,88.36396115585298,100.0,74.35,False,0.3507857405800106,9.744048349444739e-05,0.31819036458333333,0.32225624999999997,0.0009570382965396554,3.053499367307167,0.00022994521977996304,0.7352147014480167
